C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;Joule
0.068;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-60;3
0.064;1.43;0.36;0.008;0.008;5;160;5;233;426;0.03;0.03;0.005;5;0.03;5;-80;10
0.064;1.43;0.36;0.008;0.008;5;160;5;233;426;0.03;0.03;0.005;5;0.03;5;-70;14
0.064;1.43;0.36;0.008;0.008;5;160;5;233;426;0.03;0.03;0.005;5;0.03;5;-60;18
0.066;1.4;0.36;0.007;0.012;390;167;5;217;297;0.03;0.03;0.005;5;0.03;5;-80;30
0.066;1.4;0.36;0.007;0.012;390;167;5;217;297;0.03;0.03;0.005;5;0.03;5;-70;49
0.066;1.4;0.36;0.007;0.012;390;167;5;217;297;0.03;0.03;0.005;5;0.03;5;-60;74
0.069;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-80;6
0.069;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-70;29
0.069;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-60;59
0.035;0.66;0.3;0.006;0.013;55;2;5;70;490;0.03;0.03;0.005;120;0.03;20;-80;5
0.035;0.66;0.3;0.006;0.013;55;2;5;70;490;0.03;0.03;0.005;120;0.03;20;-70;8
0.035;0.66;0.3;0.006;0.013;55;2;5;70;490;0.03;0.03;0.005;120;0.03;20;-60;12
0.038;1;0.3;0.005;0.014;55;2;5;100;460;0.03;0.03;0.005;120;0.03;20;-80;7
0.038;1;0.3;0.005;0.014;55;2;5;100;460;0.03;0.03;0.005;120;0.03;20;-70;11
0.038;1;0.3;0.005;0.014;55;2;5;100;460;0.03;0.03;0.005;120;0.03;20;-60;25
0.049;1.42;0.34;0.005;0.013;55;2;5;90;410;0.03;0.03;0.005;120;0.03;20;-80;22
0.049;1.42;0.34;0.005;0.013;55;2;5;90;410;0.03;0.03;0.005;120;0.03;20;-70;32
0.049;1.42;0.34;0.005;0.013;55;2;5;90;410;0.03;0.03;0.005;120;0.03;20;-60;66
0.051;1.82;0.34;0.006;0.017;55;2;5;90;390;0.03;0.03;0.005;120;0.03;20;-80;30
0.051;1.82;0.34;0.006;0.017;55;2;5;90;390;0.03;0.03;0.005;120;0.03;20;-70;36
0.051;1.82;0.34;0.006;0.017;55;2;5;90;390;0.03;0.03;0.005;120;0.03;20;-60;50
0.038;0.66;0.33;0.007;0.015;55;2;5;70;490;0.24;0.03;0.005;120;0.03;20;-80;3
0.038;0.66;0.33;0.007;0.015;55;2;5;70;490;0.24;0.03;0.005;120;0.03;20;-70;5
0.038;0.66;0.33;0.007;0.015;55;2;5;70;490;0.24;0.03;0.005;120;0.03;20;-60;8
0.041;1.01;0.33;0.007;0.013;55;2;5;100;460;0.26;0.03;0.005;120;0.03;20;-80;3
0.041;1.01;0.33;0.007;0.013;55;2;5;100;460;0.26;0.03;0.005;120;0.03;20;-70;14
0.041;1.01;0.33;0.007;0.013;55;2;5;100;460;0.26;0.03;0.005;120;0.03;20;-60;20
0.042;1.46;0.34;0.006;0.015;55;2;5;90;410;0.27;0.03;0.005;120;0.03;20;-80;11
0.042;1.46;0.34;0.006;0.015;55;2;5;90;410;0.27;0.03;0.005;120;0.03;20;-70;18
0.042;1.46;0.34;0.006;0.015;55;2;5;90;410;0.27;0.03;0.005;120;0.03;20;-60;45
0.047;1.85;0.35;0.006;0.015;55;2;5;90;390;0.27;0.03;0.005;120;0.03;20;-80;22
0.047;1.85;0.35;0.006;0.015;55;2;5;90;390;0.27;0.03;0.005;120;0.03;20;-70;28
0.047;1.85;0.35;0.006;0.015;55;2;5;90;390;0.27;0.03;0.005;120;0.03;20;-60;40
0.04;0.61;0.33;0.005;0.01;55;2;5;70;490;0.51;0.03;0.005;120;0.03;20;-80;13
0.04;0.61;0.33;0.005;0.01;55;2;5;70;490;0.51;0.03;0.005;120;0.03;20;-70;13
0.04;0.61;0.33;0.005;0.01;55;2;5;70;490;0.51;0.03;0.005;120;0.03;20;-60;13
0.042;0.96;0.32;0.008;0.01;55;2;5;100;460;0.54;0.03;0.005;120;0.03;20;-80;20
0.042;0.96;0.32;0.008;0.01;55;2;5;100;460;0.54;0.03;0.005;120;0.03;20;-70;31
0.042;0.96;0.32;0.008;0.01;55;2;5;100;460;0.54;0.03;0.005;120;0.03;20;-60;50
0.046;1.4;0.35;0.006;0.01;55;2;5;90;410;0.54;0.03;0.005;120;0.03;20;-80;34
0.046;1.4;0.35;0.006;0.01;55;2;5;90;410;0.54;0.03;0.005;120;0.03;20;-70;45
0.046;1.4;0.35;0.006;0.01;55;2;5;90;410;0.54;0.03;0.005;120;0.03;20;-60;60
0.05;1.82;0.32;0.005;0.016;55;2;5;90;390;0.52;0.03;0.005;120;0.03;20;-80;31
0.05;1.82;0.32;0.005;0.016;55;2;5;90;390;0.52;0.03;0.005;120;0.03;20;-70;38
0.05;1.82;0.32;0.005;0.016;55;2;5;90;390;0.52;0.03;0.005;120;0.03;20;-60;53
0.041;0.59;0.28;0.008;0.012;55;2;5;70;490;1;0.03;0.005;120;0.03;20;-80;8
0.041;0.59;0.28;0.008;0.012;55;2;5;70;490;1;0.03;0.005;120;0.03;20;-70;10
0.041;0.59;0.28;0.008;0.012;55;2;5;70;490;1;0.03;0.005;120;0.03;20;-60;11
0.045;0.97;0.32;0.007;0.013;55;2;5;100;460;1.05;0.03;0.005;120;0.03;20;-80;14
0.045;0.97;0.32;0.007;0.013;55;2;5;100;460;1.05;0.03;0.005;120;0.03;20;-70;25
0.045;0.97;0.32;0.007;0.013;55;2;5;100;460;1.05;0.03;0.005;120;0.03;20;-60;42
0.048;1.36;0.33;0.008;0.012;55;2;5;90;410;1.07;0.03;0.005;120;0.03;20;-80;22
0.048;1.36;0.33;0.008;0.012;55;2;5;90;410;1.07;0.03;0.005;120;0.03;20;-70;30
0.048;1.36;0.33;0.008;0.012;55;2;5;90;410;1.07;0.03;0.005;120;0.03;20;-60;50
0.05;1.84;0.35;0.007;0.011;55;2;5;90;390;1.07;0.03;0.005;120;0.03;20;-80;26
0.05;1.84;0.35;0.007;0.011;55;2;5;90;390;1.07;0.03;0.005;120;0.03;20;-70;33
0.05;1.84;0.35;0.007;0.011;55;2;5;90;390;1.07;0.03;0.005;120;0.03;20;-60;42
0.042;0.58;0.27;0.009;0.011;55;2;5;70;490;2.32;0.03;0.005;120;0.03;20;-80;2
0.042;0.58;0.27;0.009;0.011;55;2;5;70;490;2.32;0.03;0.005;120;0.03;20;-70;2
0.042;0.58;0.27;0.009;0.011;55;2;5;70;490;2.32;0.03;0.005;120;0.03;20;-60;4
0.048;0.92;0.29;0.008;0.012;55;2;5;100;460;2.35;0.03;0.005;120;0.03;20;-80;11
0.048;0.92;0.29;0.008;0.012;55;2;5;100;460;2.35;0.03;0.005;120;0.03;20;-70;13
0.048;0.92;0.29;0.008;0.012;55;2;5;100;460;2.35;0.03;0.005;120;0.03;20;-60;14
0.05;1.29;0.31;0.007;0.009;55;2;5;90;410;2.26;0.03;0.005;120;0.03;20;-80;18
0.05;1.29;0.31;0.007;0.009;55;2;5;90;410;2.26;0.03;0.005;120;0.03;20;-70;20
0.05;1.29;0.31;0.007;0.009;55;2;5;90;410;2.26;0.03;0.005;120;0.03;20;-60;22
0.053;1.74;0.34;0.007;0.014;55;2;5;90;390;2.3;0.03;0.005;120;0.03;20;-80;10
0.053;1.74;0.34;0.007;0.014;55;2;5;90;390;2.3;0.03;0.005;120;0.03;20;-70;14
0.053;1.74;0.34;0.007;0.014;55;2;5;90;390;2.3;0.03;0.005;120;0.03;20;-60;19
0.035;0.66;0.3;0.006;0.013;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-80;5
0.035;0.66;0.3;0.006;0.013;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-70;8
0.035;0.66;0.3;0.006;0.013;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-60;12
0.038;1;0.3;0.005;0.014;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-80;7
0.038;1;0.3;0.005;0.014;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-70;11
0.038;1;0.3;0.005;0.014;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-60;25
0.049;1.42;0.34;0.005;0.013;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-80;22
0.049;1.42;0.34;0.005;0.013;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-70;32
0.049;1.42;0.34;0.005;0.013;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-60;66
0.051;1.82;0.34;0.006;0.017;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-80;30
0.051;1.82;0.34;0.006;0.017;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-70;36
0.051;1.82;0.34;0.006;0.017;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-60;50
0.035;0.64;0.33;0.008;0.011;55;2;5;80;490;0.03;0.03;0.22;120;0.03;20;-80;4
0.035;0.64;0.33;0.008;0.011;55;2;5;80;490;0.03;0.03;0.22;120;0.03;20;-70;9
0.035;0.64;0.33;0.008;0.011;55;2;5;80;490;0.03;0.03;0.22;120;0.03;20;-60;22
0.04;1.02;0.32;0.008;0.012;55;2;5;80;460;0.03;0.03;0.28;120;0.03;20;-80;12
0.04;1.02;0.32;0.008;0.012;55;2;5;80;460;0.03;0.03;0.28;120;0.03;20;-70;36
0.04;1.02;0.32;0.008;0.012;55;2;5;80;460;0.03;0.03;0.28;120;0.03;20;-60;79
0.045;1.4;0.31;0.008;0.013;55;2;5;80;410;0.03;0.03;0.25;120;0.03;20;-80;18
0.045;1.4;0.31;0.008;0.013;55;2;5;80;410;0.03;0.03;0.25;120;0.03;20;-70;49
0.045;1.4;0.31;0.008;0.013;55;2;5;80;410;0.03;0.03;0.25;120;0.03;20;-60;84
0.048;1.86;0.34;0.008;0.014;55;2;5;80;390;0.03;0.03;0.29;120;0.03;20;-80;30
0.048;1.86;0.34;0.008;0.014;55;2;5;80;390;0.03;0.03;0.29;120;0.03;20;-70;52
0.048;1.86;0.34;0.008;0.014;55;2;5;80;390;0.03;0.03;0.29;120;0.03;20;-60;75
0.038;0.63;0.3;0.009;0.012;55;2;5;80;490;0.03;0.03;0.5;120;0.03;20;-80;6
0.038;0.63;0.3;0.009;0.012;55;2;5;80;490;0.03;0.03;0.5;120;0.03;20;-70;8
0.038;0.63;0.3;0.009;0.012;55;2;5;80;490;0.03;0.03;0.5;120;0.03;20;-60;12
0.039;0.95;0.28;0.008;0.013;55;2;5;80;460;0.03;0.03;0.51;120;0.03;20;-80;11
0.039;0.95;0.28;0.008;0.013;55;2;5;80;460;0.03;0.03;0.51;120;0.03;20;-70;18
0.039;0.95;0.28;0.008;0.013;55;2;5;80;460;0.03;0.03;0.51;120;0.03;20;-60;30
0.045;1.43;0.33;0.008;0.014;55;2;5;80;410;0.03;0.03;0.5;120;0.03;20;-80;14
0.045;1.43;0.33;0.008;0.014;55;2;5;80;410;0.03;0.03;0.5;120;0.03;20;-70;26
0.045;1.43;0.33;0.008;0.014;55;2;5;80;410;0.03;0.03;0.5;120;0.03;20;-60;50
0.05;1.81;0.33;0.008;0.014;55;2;5;80;390;0.03;0.03;0.5;120;0.03;20;-80;29
0.05;1.81;0.33;0.008;0.014;55;2;5;80;390;0.03;0.03;0.5;120;0.03;20;-70;39
0.05;1.81;0.33;0.008;0.014;55;2;5;80;390;0.03;0.03;0.5;120;0.03;20;-60;52
0.042;0.64;0.3;0.01;0.01;55;2;5;80;490;0.03;0.03;1.11;120;0.03;20;-80;8
0.042;0.64;0.3;0.01;0.01;55;2;5;80;490;0.03;0.03;1.11;120;0.03;20;-70;10
0.042;0.64;0.3;0.01;0.01;55;2;5;80;490;0.03;0.03;1.11;120;0.03;20;-60;11
0.044;1.01;0.33;0.008;0.012;55;2;5;80;460;0.03;0.03;1.11;120;0.03;20;-80;18
0.044;1.01;0.33;0.008;0.012;55;2;5;80;460;0.03;0.03;1.11;120;0.03;20;-70;20
0.044;1.01;0.33;0.008;0.012;55;2;5;80;460;0.03;0.03;1.11;120;0.03;20;-60;28
0.049;1.37;0.34;0.008;0.013;55;2;5;80;410;0.03;0.03;1.12;120;0.03;20;-80;21
0.049;1.37;0.34;0.008;0.013;55;2;5;80;410;0.03;0.03;1.12;120;0.03;20;-70;26
0.049;1.37;0.34;0.008;0.013;55;2;5;80;410;0.03;0.03;1.12;120;0.03;20;-60;34
0.048;1.76;0.33;0.008;0.015;55;2;5;80;390;0.03;0.03;1.15;120;0.03;20;-80;24
0.048;1.76;0.33;0.008;0.015;55;2;5;80;390;0.03;0.03;1.15;120;0.03;20;-70;28
0.048;1.76;0.33;0.008;0.015;55;2;5;80;390;0.03;0.03;1.15;120;0.03;20;-60;35
0.073;0.64;0.35;0.005;0.004;38;2;5;77;428;0.03;0.03;0.005;3;0.03;3;-80;13
0.073;0.64;0.35;0.005;0.004;38;2;5;77;428;0.03;0.03;0.005;3;0.03;3;-70;34
0.073;0.64;0.35;0.005;0.004;38;2;5;77;428;0.03;0.03;0.005;3;0.03;3;-60;60
0.073;0.63;0.34;0.005;0.004;41;2;5;80;431;0.03;0.03;0.005;3;0.03;120;-80;2
0.073;0.63;0.34;0.005;0.004;41;2;5;80;431;0.03;0.03;0.005;3;0.03;120;-70;6
0.073;0.63;0.34;0.005;0.004;41;2;5;80;431;0.03;0.03;0.005;3;0.03;120;-60;22
0.075;0.61;0.33;0.005;0.004;42;2;5;85;429;0.03;0.03;0.005;3;0.03;220;-80;2
0.075;0.61;0.33;0.005;0.004;42;2;5;85;429;0.03;0.03;0.005;3;0.03;220;-70;2
0.075;0.61;0.33;0.005;0.004;42;2;5;85;429;0.03;0.03;0.005;3;0.03;220;-60;7
0.069;0.64;0.33;0.006;0.003;42;2;5;85;413;0.03;0.03;0.005;3;0.03;450;-80;2
0.069;0.64;0.33;0.006;0.003;42;2;5;85;413;0.03;0.03;0.005;3;0.03;450;-70;2
0.069;0.64;0.33;0.006;0.003;42;2;5;85;413;0.03;0.03;0.005;3;0.03;450;-60;5
0.075;0.65;0.33;0.009;0.005;39;2;5;110;460;0.03;0.03;0.005;3;0.03;870;-80;2
0.075;0.65;0.33;0.009;0.005;39;2;5;110;460;0.03;0.03;0.005;3;0.03;870;-70;2
0.075;0.65;0.33;0.009;0.005;39;2;5;110;460;0.03;0.03;0.005;3;0.03;870;-60;2
0.076;1.74;0.29;0.008;0.006;35;2;5;92;415;0.03;0.03;0.005;4;0.03;5;-80;49
0.076;1.74;0.29;0.008;0.006;35;2;5;92;415;0.03;0.03;0.005;4;0.03;5;-70;74
0.076;1.74;0.29;0.008;0.006;35;2;5;92;415;0.03;0.03;0.005;4;0.03;5;-60;110
0.074;1.74;0.3;0.006;0.006;31;2;5;89;418;0.03;0.03;0.005;4;0.03;120;-80;45
0.074;1.74;0.3;0.006;0.006;31;2;5;89;418;0.03;0.03;0.005;4;0.03;120;-70;66
0.074;1.74;0.3;0.006;0.006;31;2;5;89;418;0.03;0.03;0.005;4;0.03;120;-60;90
0.076;1.72;0.28;0.006;0.007;32;2;5;110;433;0.03;0.03;0.005;4;0.03;220;-80;13
0.076;1.72;0.28;0.006;0.007;32;2;5;110;433;0.03;0.03;0.005;4;0.03;220;-70;30
0.076;1.72;0.28;0.006;0.007;32;2;5;110;433;0.03;0.03;0.005;4;0.03;220;-60;54
0.077;1.75;0.28;0.008;0.01;31;2;5;97;432;0.03;0.03;0.005;4;0.03;440;-80;7
0.077;1.75;0.28;0.008;0.01;31;2;5;97;432;0.03;0.03;0.005;4;0.03;440;-70;18
0.077;1.75;0.28;0.008;0.01;31;2;5;97;432;0.03;0.03;0.005;4;0.03;440;-60;30
0.078;1.75;0.28;0.006;0.007;33;2;5;105;406;0.03;0.03;0.005;4;0.03;880;-80;5
0.078;1.75;0.28;0.006;0.007;33;2;5;105;406;0.03;0.03;0.005;4;0.03;880;-70;10
0.078;1.75;0.28;0.006;0.007;33;2;5;105;406;0.03;0.03;0.005;4;0.03;880;-60;18
0.035;0.66;0.3;0.006;0.013;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-80;5
0.035;0.66;0.3;0.006;0.013;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-70;8
0.035;0.66;0.3;0.006;0.013;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-60;12
0.038;1;0.3;0.005;0.014;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-80;7
0.038;1;0.3;0.005;0.014;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-70;11
0.038;1;0.3;0.005;0.014;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-60;25
0.049;1.42;0.34;0.005;0.013;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-80;22
0.049;1.42;0.34;0.005;0.013;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-70;32
0.049;1.42;0.34;0.005;0.013;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-60;66
0.051;1.82;0.34;0.006;0.017;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-80;30
0.051;1.82;0.34;0.006;0.017;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-70;36
0.051;1.82;0.34;0.006;0.017;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-60;50
0.039;0.67;0.31;0.006;0.011;55;2;5;80;490;0.03;0.49;0.005;120;0.03;20;-80;4
0.039;0.67;0.31;0.006;0.011;55;2;5;80;490;0.03;0.49;0.005;120;0.03;20;-70;5
0.039;0.67;0.31;0.006;0.011;55;2;5;80;490;0.03;0.49;0.005;120;0.03;20;-60;12
0.039;1;0.3;0.006;0.01;55;2;5;80;460;0.03;0.5;0.005;120;0.03;20;-80;12
0.039;1;0.3;0.006;0.01;55;2;5;80;460;0.03;0.5;0.005;120;0.03;20;-70;23
0.039;1;0.3;0.006;0.01;55;2;5;80;460;0.03;0.5;0.005;120;0.03;20;-60;44
0.055;1.44;0.31;0.006;0.014;55;2;5;80;410;0.03;0.47;0.005;120;0.03;20;-80;34
0.055;1.44;0.31;0.006;0.014;55;2;5;80;410;0.03;0.47;0.005;120;0.03;20;-70;52
0.055;1.44;0.31;0.006;0.014;55;2;5;80;410;0.03;0.47;0.005;120;0.03;20;-60;86
0.046;1.85;0.3;0.006;0.017;55;2;5;80;390;0.03;0.49;0.005;120;0.03;20;-80;31
0.046;1.85;0.3;0.006;0.017;55;2;5;80;390;0.03;0.49;0.005;120;0.03;20;-70;43
0.046;1.85;0.3;0.006;0.017;55;2;5;80;390;0.03;0.49;0.005;120;0.03;20;-60;60
0.038;0.65;0.31;0.007;0.01;55;2;5;80;490;0.03;1.12;0.005;120;0.03;20;-80;10
0.038;0.65;0.31;0.007;0.01;55;2;5;80;490;0.03;1.12;0.005;120;0.03;20;-70;13
0.038;0.65;0.31;0.007;0.01;55;2;5;80;490;0.03;1.12;0.005;120;0.03;20;-60;22
0.042;1;0.33;0.007;0.012;55;2;5;80;460;0.03;1.1;0.005;120;0.03;20;-80;21
0.042;1;0.33;0.007;0.012;55;2;5;80;460;0.03;1.1;0.005;120;0.03;20;-70;49
0.042;1;0.33;0.007;0.012;55;2;5;80;460;0.03;1.1;0.005;120;0.03;20;-60;88
0.05;1.43;0.34;0.008;0.011;55;2;5;80;410;0.03;1.06;0.005;120;0.03;20;-80;46
0.05;1.43;0.34;0.008;0.011;55;2;5;80;410;0.03;1.06;0.005;120;0.03;20;-70;62
0.05;1.43;0.34;0.008;0.011;55;2;5;80;410;0.03;1.06;0.005;120;0.03;20;-60;92
0.053;1.86;0.35;0.007;0.012;55;2;5;80;390;0.03;1.04;0.005;120;0.03;20;-80;39
0.053;1.86;0.35;0.007;0.012;55;2;5;80;390;0.03;1.04;0.005;120;0.03;20;-70;46
0.053;1.86;0.35;0.007;0.012;55;2;5;80;390;0.03;1.04;0.005;120;0.03;20;-60;60
0.039;0.65;0.3;0.006;0.012;55;2;5;80;490;0.03;2.32;0.005;120;0.03;20;-80;30
0.039;0.65;0.3;0.006;0.012;55;2;5;80;490;0.03;2.32;0.005;120;0.03;20;-70;48
0.039;0.65;0.3;0.006;0.012;55;2;5;80;490;0.03;2.32;0.005;120;0.03;20;-60;74
0.041;0.99;0.32;0.006;0.015;55;2;5;80;460;0.03;2.32;0.005;120;0.03;20;-80;53
0.041;0.99;0.32;0.006;0.015;55;2;5;80;460;0.03;2.32;0.005;120;0.03;20;-70;74
0.041;0.99;0.32;0.006;0.015;55;2;5;80;460;0.03;2.32;0.005;120;0.03;20;-60;96
0.047;1.46;0.33;0.007;0.016;55;2;5;80;410;0.03;2.33;0.005;120;0.03;20;-80;34
0.047;1.46;0.33;0.007;0.016;55;2;5;80;410;0.03;2.33;0.005;120;0.03;20;-70;46
0.047;1.46;0.33;0.007;0.016;55;2;5;80;410;0.03;2.33;0.005;120;0.03;20;-60;62
0.04;1.88;0.33;0.007;0.018;55;2;5;80;390;0.03;2.3;0.005;120;0.03;20;-80;29
0.04;1.88;0.33;0.007;0.018;55;2;5;80;390;0.03;2.3;0.005;120;0.03;20;-70;33
0.04;1.88;0.33;0.007;0.018;55;2;5;80;390;0.03;2.3;0.005;120;0.03;20;-60;40
0.038;0.67;0.29;0.01;0.012;55;2;5;80;390;0.03;3.49;0.005;120;0.03;20;-80;62
0.038;0.67;0.29;0.01;0.012;55;2;5;80;390;0.03;3.49;0.005;120;0.03;20;-70;83
0.038;0.67;0.29;0.01;0.012;55;2;5;80;390;0.03;3.49;0.005;120;0.03;20;-60;106
0.042;1;0.3;0.008;0.012;55;2;5;80;390;0.03;3.49;0.005;120;0.03;20;-80;46
0.042;1;0.3;0.008;0.012;55;2;5;80;390;0.03;3.49;0.005;120;0.03;20;-70;62
0.042;1;0.3;0.008;0.012;55;2;5;80;390;0.03;3.49;0.005;120;0.03;20;-60;78
0.052;1.44;0.3;0.007;0.013;55;2;5;80;390;0.03;3.46;0.005;120;0.03;20;-80;35
0.052;1.44;0.3;0.007;0.013;55;2;5;80;390;0.03;3.46;0.005;120;0.03;20;-70;39
0.052;1.44;0.3;0.007;0.013;55;2;5;80;390;0.03;3.46;0.005;120;0.03;20;-60;45
0.053;1.85;0.36;0.007;0.013;55;2;5;80;390;0.03;3.41;0.005;120;0.03;20;-80;19
0.053;1.85;0.36;0.007;0.013;55;2;5;80;390;0.03;3.41;0.005;120;0.03;20;-70;22
0.053;1.85;0.36;0.007;0.013;55;2;5;80;390;0.03;3.41;0.005;120;0.03;20;-60;26
0.073;0.64;0.34;0.008;0.007;5;2;5;63;450;0.03;0.03;0.005;5;0.03;5;-80;14
0.073;0.64;0.34;0.008;0.007;5;2;5;63;450;0.03;0.03;0.005;5;0.03;5;-70;29
0.073;0.64;0.34;0.008;0.007;5;2;5;63;450;0.03;0.03;0.005;5;0.03;5;-60;53
0.058;0.59;0.2;0.007;0.007;37;2;5;55;501;0.03;0.03;0.005;5;0.03;5;-80;3
0.058;0.59;0.2;0.007;0.007;37;2;5;55;501;0.03;0.03;0.005;5;0.03;5;-70;4
0.058;0.59;0.2;0.007;0.007;37;2;5;55;501;0.03;0.03;0.005;5;0.03;5;-60;19
0.064;1;0.2;0.007;0.006;51;2;5;65;457;0.03;0.03;0.005;5;0.03;5;-80;10
0.064;1;0.2;0.007;0.006;51;2;5;65;457;0.03;0.03;0.005;5;0.03;5;-70;35
0.064;1;0.2;0.007;0.006;51;2;5;65;457;0.03;0.03;0.005;5;0.03;5;-60;104
0.066;1.37;0.2;0.007;0.006;50;2;5;55;436;0.03;0.03;0.005;5;0.03;5;-80;20
0.066;1.37;0.2;0.007;0.006;50;2;5;55;436;0.03;0.03;0.005;5;0.03;5;-70;64
0.066;1.37;0.2;0.007;0.006;50;2;5;55;436;0.03;0.03;0.005;5;0.03;5;-60;131
0.064;1.79;0.2;0.007;0.005;70;2;5;70;443;0.03;0.03;0.005;5;0.03;5;-80;38
0.064;1.79;0.2;0.007;0.005;70;2;5;70;443;0.03;0.03;0.005;5;0.03;5;-70;74
0.064;1.79;0.2;0.007;0.005;70;2;5;70;443;0.03;0.03;0.005;5;0.03;5;-60;131
0.076;0.66;0.42;0.007;0.007;60;2;5;55;452;0.03;0.03;0.005;5;0.03;5;-80;2
0.076;0.66;0.42;0.007;0.007;60;2;5;55;452;0.03;0.03;0.005;5;0.03;5;-70;3
0.076;0.66;0.42;0.007;0.007;60;2;5;55;452;0.03;0.03;0.005;5;0.03;5;-60;8
0.065;1.02;0.38;0.007;0.007;67;2;5;65;419;0.03;0.03;0.005;5;0.03;5;-80;6
0.065;1.02;0.38;0.007;0.007;67;2;5;65;419;0.03;0.03;0.005;5;0.03;5;-70;13
0.065;1.02;0.38;0.007;0.007;67;2;5;65;419;0.03;0.03;0.005;5;0.03;5;-60;42
0.066;1.42;0.37;0.007;0.008;75;2;5;55;415;0.03;0.03;0.005;5;0.03;5;-80;33
0.066;1.42;0.37;0.007;0.008;75;2;5;55;415;0.03;0.03;0.005;5;0.03;5;-70;64
0.066;1.42;0.37;0.007;0.008;75;2;5;55;415;0.03;0.03;0.005;5;0.03;5;-60;111
0.066;1.82;0.37;0.007;0.008;83;2;5;70;406;0.03;0.03;0.005;5;0.03;5;-80;50
0.066;1.82;0.37;0.007;0.008;83;2;5;70;406;0.03;0.03;0.005;5;0.03;5;-70;74
0.066;1.82;0.37;0.007;0.008;83;2;5;70;406;0.03;0.03;0.005;5;0.03;5;-60;107
0.067;0.64;0.62;0.007;0.008;74;2;5;55;405;0.03;0.03;0.005;5;0.03;5;-80;4
0.067;0.64;0.62;0.007;0.008;74;2;5;55;405;0.03;0.03;0.005;5;0.03;5;-70;6
0.067;0.64;0.62;0.007;0.008;74;2;5;55;405;0.03;0.03;0.005;5;0.03;5;-60;8
0.061;1.03;0.64;0.007;0.008;79;2;5;65;394;0.03;0.03;0.005;5;0.03;5;-80;5
0.061;1.03;0.64;0.007;0.008;79;2;5;65;394;0.03;0.03;0.005;5;0.03;5;-70;12
0.061;1.03;0.64;0.007;0.008;79;2;5;65;394;0.03;0.03;0.005;5;0.03;5;-60;20
0.075;1.43;0.66;0.006;0.007;80;2;5;55;366;0.03;0.03;0.005;5;0.03;5;-80;18
0.075;1.43;0.66;0.006;0.007;80;2;5;55;366;0.03;0.03;0.005;5;0.03;5;-70;42
0.075;1.43;0.66;0.006;0.007;80;2;5;55;366;0.03;0.03;0.005;5;0.03;5;-60;80
0.068;1.77;0.61;0.006;0.007;94;2;5;70;378;0.03;0.03;0.005;5;0.03;5;-80;48
0.068;1.77;0.61;0.006;0.007;94;2;5;70;378;0.03;0.03;0.005;5;0.03;5;-70;74
0.068;1.77;0.61;0.006;0.007;94;2;5;70;378;0.03;0.03;0.005;5;0.03;5;-60;104
0.073;0.63;0.94;0.008;0.009;100;2;5;55;351;0.03;0.03;0.005;5;0.03;5;-80;11
0.073;0.63;0.94;0.008;0.009;100;2;5;55;351;0.03;0.03;0.005;5;0.03;5;-70;14
0.073;0.63;0.94;0.008;0.009;100;2;5;55;351;0.03;0.03;0.005;5;0.03;5;-60;19
0.068;1;0.94;0.006;0.01;110;2;5;50;350;0.03;0.03;0.005;5;0.03;5;-80;3
0.068;1;0.94;0.006;0.01;110;2;5;50;350;0.03;0.03;0.005;5;0.03;5;-70;5
0.068;1;0.94;0.006;0.01;110;2;5;50;350;0.03;0.03;0.005;5;0.03;5;-60;14
