C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;Charpy
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-80;14
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-70;26
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-60;42
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-50;62
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-40;91
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-30;122
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-20;154
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;-10;182
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;0;186
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;10;188
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;20;189
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;30;189
0.07;1.53;0.6;0.006;0.01;440;54;380;53;473;0.03;0.03;0.005;5;0.03;5;40;189
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-120;5
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-110;6
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-100;9
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-90;12
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-80;19
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-70;33
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-60;59
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-50;93
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-40;125
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-30;149
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-20;159
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-10;164
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;0;166
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;10;168
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;20;168
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;30;168
0.07;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;40;168
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-100;2
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-90;3
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-80;6
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-70;14
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-60;49
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-50;84
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-40;118
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-30;142
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-20;155
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;-10;167
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;0;180
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;10;190
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;20;200
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;30;205
0.07;1.49;0.34;0.007;0.01;410;36;61;150;382;0.03;0.03;0.005;5;0.03;5;40;206
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-100;2
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-90;5
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-80;7
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-70;18
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-60;35
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-50;70
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-40;112
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-30;149
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-20;173
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-10;187
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;0;195
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;10;198
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;20;200
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;30;200
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;40;200
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-100;3
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-90;10
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-80;24
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-70;66
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-60;99
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-50;134
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-40;156
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-30;171
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-20;184
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;-10;194
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;0;204
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;10;206
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;20;208
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;30;208
0.07;1.43;0.43;0.005;0.01;490;41;330;120;489;0.03;0.03;0.005;5;0.03;5;40;208
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-100;6
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-90;14
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-80;28
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-70;53
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-60;85
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-50;117
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-40;142
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-30;162
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-20;178
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;-10;187
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;0;192
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;10;192
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;20;192
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;30;192
0.07;1.44;0.55;0.005;0.01;460;48;460;120;479;0.03;0.03;0.005;5;0.03;5;40;192
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-120;13
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-110;14
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-100;15
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-90;17
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-80;18
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-70;19
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-60;24
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-50;36
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-40;54
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-30;82
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-20;110
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-10;133
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;0;144
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;10;144
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;20;144
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;30;144
0.07;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;40;144
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-100;2
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-90;2
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-80;2
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-70;2
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-60;3
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-50;5
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-40;12
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-30;34
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-20;56
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;-10;82
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;0;110
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;10;131
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;20;146
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;30;154
0.07;1.38;0.35;0.007;0.012;500;38;62;245;412;0.03;0.03;0.005;5;0.03;5;40;158
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-100;2
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-90;2
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-80;2
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-70;2
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-60;3
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-50;7
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-40;11
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-30;18
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-20;27
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-10;38
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;0;59
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;10;86
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;20;121
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;30;142
0.07;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;40;154
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-100;2
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-90;3
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-80;5
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-70;7
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-60;14
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-50;23
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-40;36
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-30;51
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-20;80
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;-10;112
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;0;143
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;10;150
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;20;155
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;30;158
0.07;1.38;0.52;0.006;0.011;410;35;380;225;478;0.03;0.03;0.005;5;0.03;5;40;162
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-100;2
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-90;2
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-80;6
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-70;29
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-60;59
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-50;88
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-40;113
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-30;134
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-20;149
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;-10;158
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;0;164
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;10;168
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;20;170
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;30;170
0.07;1.42;0.6;0.006;0.012;430;35;560;235;470;0.03;0.03;0.005;5;0.03;5;40;170
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-120;2
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-110;2
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-100;2
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-90;2
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-80;3
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-70;6
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-60;9
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-50;18
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-40;30
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-30;42
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-20;64
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;-10;121
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;0;158
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;10;166
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;20;174
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;30;180
0.073;1.51;0.3;0.007;0.007;5;1;5;94;449;0.03;0.03;0.005;5;0.03;5;40;186
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-120;1
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-110;2
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-100;2
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-90;3
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-80;5
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-70;6
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-60;13
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-50;26
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-40;38
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-30;54
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-20;74
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;-10;103
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;0;126
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;10;142
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;20;153
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;30;162
0.067;1.53;0.27;0.008;0.007;2;16;5;86;456;0.03;0.03;0.005;5;0.03;5;40;166
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-120;2
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-110;3
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-100;4
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-90;5
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-80;6
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-70;8
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-60;19
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-50;36
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-40;51
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-30;70
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-20;88
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;-10;108
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;0;126
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;10;144
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;20;158
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;30;171
0.071;1.58;0.29;0.007;0.006;2;28;5;84;452;0.03;0.03;0.005;5;0.03;5;40;178
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-120;4
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-110;5
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-100;6
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-90;6
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-80;10
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-70;18
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-60;34
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-50;52
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-40;70
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-30;87
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-20;102
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;-10;117
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;0;130
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;10;142
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;20;155
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;30;166
0.066;1.48;0.33;0.008;0.007;5;64;5;74;511;0.03;0.03;0.005;5;0.03;5;40;176
0.066;1.48;0.37;0.008;0.008;5;109;5;63;493;0.03;0.03;0.005;5;0.03;5;-120;2
0.066;1.48;0.37;0.008;0.008;5;109;5;63;493;0.03;0.03;0.005;5;0.03;5;-110;2
0.066;1.48;0.37;0.008;0.008;5;109;5;63;493;0.03;0.03;0.005;5;0.03;5;-100;3
